county,zcta5,cntyname,zipname,Final Zip
6001,94502,Alameda CA,"Alameda, CA",94502
6001,94505,Alameda CA,"Discovery Bay, CA",94505
6001,94514,Alameda CA,"Byron, CA",94514
6001,94536,Alameda CA,"Fremont, CA",94536
6001,94538,Alameda CA,"Fremont, CA",94538
6001,94539,Alameda CA,"Fremont, CA",94539
6001,94541,Alameda CA,"Hayward, CA",94541
6001,94542,Alameda CA,"Hayward, CA",94542
6001,94544,Alameda CA,"Hayward, CA",94544
6001,94545,Alameda CA,"Hayward, CA",94545
6001,94546,Alameda CA,"Castro Valley, CA",94546
6001,94550,Alameda CA,"Livermore, CA",94550
6001,94551,Alameda CA,"Livermore, CA",94551
6001,94552,Alameda CA,"Castro Valley, CA",94552
6001,94555,Alameda CA,"Fremont, CA",94555
6001,94560,Alameda CA,"Newark, CA",94560
6001,94566,Alameda CA,"Pleasanton, CA",94566
6001,94568,Alameda CA,"Dublin, CA",94568
6001,94577,Alameda CA,"San Leandro, CA",94577
6001,94578,Alameda CA,"San Leandro, CA",94578
6001,94579,Alameda CA,"San Leandro, CA",94579
6001,94580,Alameda CA,"San Lorenzo, CA",94580
6001,94586,Alameda CA,"Sunol, CA",94586
6001,94587,Alameda CA,"Union City, CA",94587
6001,94588,Alameda CA,"Pleasanton, CA",94588
6001,94601,Alameda CA,"Oakland, CA",94601
6001,94602,Alameda CA,"Oakland, CA",94602
6001,94603,Alameda CA,"Oakland, CA",94603
6001,94605,Alameda CA,"Oakland, CA",94605
6001,94606,Alameda CA,"Oakland, CA",94606
6001,94607,Alameda CA,"Oakland, CA",94607
6001,94608,Alameda CA,"Oakland, CA",94608
6001,94609,Alameda CA,"Oakland, CA",94609
6001,94610,Alameda CA,"Oakland, CA",94610
6001,94611,Alameda CA,"Oakland, CA",94611
6001,94612,Alameda CA,"Oakland, CA",94612
6001,94613,Alameda CA,"Oakland, CA",94613
6001,94618,Alameda CA,"Oakland, CA",94618
6001,94619,Alameda CA,"Oakland, CA",94619
6001,94621,Alameda CA,"Oakland, CA",94621
6001,94702,Alameda CA,"Berkeley, CA",94702
6001,94703,Alameda CA,"Berkeley, CA",94703
6001,94704,Alameda CA,"Berkeley, CA",94704
6001,94705,Alameda CA,"Berkeley, CA",94705
6001,94706,Alameda CA,"Albany, CA",94706
6001,94707,Alameda CA,"Berkeley, CA",94707
6001,94708,Alameda CA,"Berkeley, CA",94708
6001,94709,Alameda CA,"Berkeley, CA",94709
6001,94710,Alameda CA,"Berkeley, CA",94710
6001,94720,Alameda CA,"Berkeley, CA",94720
6001,95377,Alameda CA,"Tracy, CA",95377
6001,95391,Alameda CA,"Mountain House, CA",95391
6001,99999,Alameda CA,99999,99999
6003,95223,Alpine CA,"Arnold, CA",95223
6003,95646,Alpine CA,"Kirkwood, CA",95646
6003,96120,Alpine CA,"Markleeville, CA",96120
6005,95601,Amador CA,"Amador City, CA",95601
6005,95629,Amador CA,"Fiddletown, CA",95629
6005,95640,Amador CA,"Ione, CA",95640
6005,95642,Amador CA,"Jackson, CA",95642
6005,95646,Amador CA,"Kirkwood, CA",95646
6005,95665,Amador CA,"Pine Grove, CA",95665
6005,95666,Amador CA,"Buckhorn, CA",95666
6005,95669,Amador CA,"Plymouth, CA",95669
6005,95675,Amador CA,"River Pines, CA",95675
6005,95685,Amador CA,"Sutter Creek, CA",95685
6005,95689,Amador CA,"Volcano, CA",95689
6005,95699,Amador CA,"Drytown, CA",95699
6007,95901,Butte CA,"Linda, CA",95901
6007,95914,Butte CA,"Bangor, CA",95914
6007,95916,Butte CA,"Berry Creek, CA",95916
6007,95917,Butte CA,"Biggs, CA",95917
6007,95926,Butte CA,"Chico, CA",95926
6007,95928,Butte CA,"Chico, CA",95928
6007,95930,Butte CA,"Clipper Mills, CA",95930
6007,95938,Butte CA,"Durham, CA",95938
6007,95941,Butte CA,"Forbestown, CA",95941
6007,95942,Butte CA,"Forest Ranch, CA",95942
6007,95948,Butte CA,"Gridley, CA",95948
6007,95954,Butte CA,"Magalia, CA",95954
6007,95965,Butte CA,"Oroville, CA",95965
6007,95966,Butte CA,"Oroville East, CA",95966
6007,95968,Butte CA,"Palermo, CA",95968
6007,95969,Butte CA,"Paradise, CA",95969
6007,95973,Butte CA,"Chico, CA",95973
6007,95974,Butte CA,"Richvale, CA (PO Boxes)",95974
6007,95978,Butte CA,"Stirling City, CA",95978
6007,99999,Butte CA,99999,99999
6009,95222,Calaveras CA,"Angels, CA",95222
6009,95223,Calaveras CA,"Arnold, CA",95223
6009,95224,Calaveras CA,"Avery, CA",95224
6009,95225,Calaveras CA,"Burson, CA (PO Boxes)",95225
6009,95226,Calaveras CA,"Campo Seco, CA",95226
6009,95228,Calaveras CA,"Copperopolis, CA",95228
6009,95230,Calaveras CA,"Farmington, CA",95230
6009,95232,Calaveras CA,"Glencoe, CA",95232
6009,95233,Calaveras CA,"Avery, CA",95233
6009,95245,Calaveras CA,"Mokelumne Hill, CA",95245
6009,95246,Calaveras CA,"Mountain Ranch, CA",95246
6009,95247,Calaveras CA,"Murphys, CA",95247
6009,95248,Calaveras CA,"Rail Road Flat, CA",95248
6009,95249,Calaveras CA,"San Andreas, CA",95249
6009,95250,Calaveras CA,"Sheep Ranch, CA",95250
6009,95251,Calaveras CA,"Vallecito, CA",95251
6009,95252,Calaveras CA,"Rancho Calaveras, CA",95252
6009,95254,Calaveras CA,"Wallace, CA",95254
6009,95255,Calaveras CA,"West Point, CA",95255
6009,95257,Calaveras CA,"Wilseyville, CA",95257
6009,99999,Calaveras CA,99999,99999
6011,95645,Colusa CA,"Knights Landing, CA",95645
6011,95912,Colusa CA,"Arbuckle, CA",95912
6011,95932,Colusa CA,"Colusa, CA",95932
6011,95950,Colusa CA,"Grimes, CA",95950
6011,95955,Colusa CA,"Maxwell, CA",95955
6011,95970,Colusa CA,"Princeton, CA",95970
6011,95979,Colusa CA,"Stonyford, CA",95979
6011,95987,Colusa CA,"Williams, CA",95987
6013,94505,Contra Costa CA,"Discovery Bay, CA",94505
6013,94506,Contra Costa CA,"Danville, CA",94506
6013,94507,Contra Costa CA,"Alamo, CA",94507
6013,94509,Contra Costa CA,"Antioch, CA",94509
6013,94511,Contra Costa CA,"Bethel Island, CA",94511
6013,94513,Contra Costa CA,"Brentwood, CA",94513
6013,94514,Contra Costa CA,"Byron, CA",94514
6013,94516,Contra Costa CA,"Canyon, CA (PO Boxes)",94516
6013,94517,Contra Costa CA,"Clayton, CA",94517
6013,94518,Contra Costa CA,"Concord, CA",94518
6013,94519,Contra Costa CA,"Concord, CA",94519
6013,94520,Contra Costa CA,"Concord, CA",94520
6013,94521,Contra Costa CA,"Concord, CA",94521
6013,94523,Contra Costa CA,"Pleasant Hill, CA",94523
6013,94525,Contra Costa CA,"Crockett, CA",94525
6013,94526,Contra Costa CA,"Danville, CA",94526
6013,94528,Contra Costa CA,"Diablo, CA",94528
6013,94530,Contra Costa CA,"El Cerrito, CA",94530
6013,94531,Contra Costa CA,"Antioch, CA",94531
6013,94547,Contra Costa CA,"Hercules, CA",94547
6013,94548,Contra Costa CA,"Knightsen, CA",94548
6013,94549,Contra Costa CA,"Lafayette, CA",94549
6013,94551,Contra Costa CA,"Livermore, CA",94551
6013,94553,Contra Costa CA,"Martinez, CA",94553
6013,94556,Contra Costa CA,"Moraga, CA",94556
6013,94561,Contra Costa CA,"Oakley, CA",94561
6013,94563,Contra Costa CA,"Orinda, CA",94563
6013,94564,Contra Costa CA,"Pinole, CA",94564
6013,94565,Contra Costa CA,"Pittsburg, CA",94565
6013,94569,Contra Costa CA,"Port Costa, CA",94569
6013,94572,Contra Costa CA,"Rodeo, CA",94572
6013,94575,Contra Costa CA,"Moraga, CA",94575
6013,94582,Contra Costa CA,"San Ramon, CA",94582
6013,94583,Contra Costa CA,"San Ramon, CA",94583
6013,94588,Contra Costa CA,"Pleasanton, CA",94588
6013,94595,Contra Costa CA,"Walnut Creek, CA",94595
6013,94596,Contra Costa CA,"Walnut Creek, CA",94596
6013,94597,Contra Costa CA,"Walnut Creek, CA",94597
6013,94598,Contra Costa CA,"Walnut Creek, CA",94598
6013,94611,Contra Costa CA,"Oakland, CA",94611
6013,94706,Contra Costa CA,"Albany, CA",94706
6013,94707,Contra Costa CA,"Berkeley, CA",94707
6013,94708,Contra Costa CA,"Berkeley, CA",94708
6013,94801,Contra Costa CA,"Richmond, CA",94801
6013,94803,Contra Costa CA,"El Sobrante, CA",94803
6013,94804,Contra Costa CA,"Richmond, CA",94804
6013,94805,Contra Costa CA,"Richmond, CA",94805
6013,94806,Contra Costa CA,"San Pablo, CA",94806
6013,95219,Contra Costa CA,"Stockton, CA",95219
6013,99999,Contra Costa CA,99999,99999
6015,95531,Del Norte CA,"Crescent City, CA",95531
6015,95543,Del Norte CA,"Gasquet, CA",95543
6015,95548,Del Norte CA,"Klamath, CA",95548
6015,95567,Del Norte CA,"Smith River, CA",95567
6015,99999,Del Norte CA,99999,99999
6017,95614,El Dorado CA,"Auburn Lake Trails, CA",95614
6017,95619,El Dorado CA,"Diamond Springs, CA",95619
6017,95623,El Dorado CA,"El Dorado, CA",95623
6017,95629,El Dorado CA,"Fiddletown, CA",95629
6017,95633,El Dorado CA,"Garden Valley, CA",95633
6017,95634,El Dorado CA,"Georgetown, CA",95634
6017,95635,El Dorado CA,"Greenwood, CA",95635
6017,95636,El Dorado CA,"Grizzly Flats, CA",95636
6017,95651,El Dorado CA,"Lotus, CA",95651
6017,95664,El Dorado CA,"Pilot Hill, CA",95664
6017,95667,El Dorado CA,"Placerville, CA",95667
6017,95672,El Dorado CA,"Rescue, CA",95672
6017,95682,El Dorado CA,"Cameron Park, CA",95682
6017,95684,El Dorado CA,"Somerset, CA",95684
6017,95709,El Dorado CA,"Camino, CA",95709
6017,95720,El Dorado CA,"Kyburz, CA (PO Boxes)",95720
6017,95721,El Dorado CA,"Echo Lake, CA (PO Boxes)",95721
6017,95726,El Dorado CA,"Pollock Pines, CA",95726
6017,95735,El Dorado CA,"Twin Bridges, CA (PO Boxes)",95735
6017,95762,El Dorado CA,"El Dorado Hills, CA",95762
6017,96142,El Dorado CA,"Tahoma, CA",96142
6017,96150,El Dorado CA,"South Lake Tahoe, CA",96150
6017,96155,El Dorado CA,"South Lake Tahoe, CA",96155
6019,93210,Fresno CA,"Coalinga, CA",93210
6019,93234,Fresno CA,"Huron, CA",93234
6019,93242,Fresno CA,"Laton, CA",93242
6019,93602,Fresno CA,"Auberry, CA",93602
6019,93605,Fresno CA,"Big Creek, CA",93605
6019,93606,Fresno CA,"Biola, CA",93606
6019,93608,Fresno CA,"Cantua Creek, CA",93608
6019,93609,Fresno CA,"Caruthers, CA",93609
6019,93611,Fresno CA,"Clovis, CA",93611
6019,93612,Fresno CA,"Clovis, CA",93612
6019,93616,Fresno CA,"Del Rey, CA",93616
6019,93618,Fresno CA,"Dinuba, CA",93618
6019,93619,Fresno CA,"Clovis, CA",93619
6019,93620,Fresno CA,"Dos Palos, CA",93620
6019,93621,Fresno CA,"Dunlap, CA",93621
6019,93622,Fresno CA,"Firebaugh, CA",93622
6019,93624,Fresno CA,"Five Points, CA (PO Boxes)",93624
6019,93625,Fresno CA,"Fowler, CA",93625
6019,93626,Fresno CA,"Friant, CA",93626
6019,93627,Fresno CA,"Helm, CA (PO Boxes)",93627
6019,93628,Fresno CA,"Hume, CA",93628
6019,93630,Fresno CA,"Kerman, CA",93630
6019,93631,Fresno CA,"Kingsburg, CA",93631
6019,93634,Fresno CA,"Lakeshore, CA",93634
6019,93640,Fresno CA,"Mendota, CA",93640
6019,93641,Fresno CA,"Miramonte, CA",93641
6019,93646,Fresno CA,"Orange Cove, CA",93646
6019,93648,Fresno CA,"Parlier, CA",93648
6019,93650,Fresno CA,"Fresno, CA",93650
6019,93651,Fresno CA,"Prather, CA",93651
6019,93652,Fresno CA,"Raisin City, CA",93652
6019,93654,Fresno CA,"Reedley, CA",93654
6019,93656,Fresno CA,"Riverdale, CA",93656
6019,93657,Fresno CA,"Sanger, CA",93657
6019,93660,Fresno CA,"San Joaquin, CA",93660
6019,93662,Fresno CA,"Selma, CA",93662
6019,93664,Fresno CA,"Shaver Lake, CA",93664
6019,93667,Fresno CA,"Tollhouse, CA",93667
6019,93668,Fresno CA,"Tranquillity, CA",93668
6019,93675,Fresno CA,"Squaw Valley, CA",93675
6019,93701,Fresno CA,"Fresno, CA",93701
6019,93702,Fresno CA,"Fresno, CA",93702
6019,93703,Fresno CA,"Fresno, CA",93703
6019,93704,Fresno CA,"Fresno, CA",93704
6019,93705,Fresno CA,"Fresno, CA",93705
6019,93706,Fresno CA,"Fresno, CA",93706
6019,93710,Fresno CA,"Fresno, CA",93710
6019,93711,Fresno CA,"Fresno, CA",93711
6019,93720,Fresno CA,"Fresno, CA",93720
6019,93721,Fresno CA,"Fresno, CA",93721
6019,93722,Fresno CA,"Fresno, CA",93722
6019,93723,Fresno CA,"Fresno, CA",93723
6019,93725,Fresno CA,"Fresno, CA",93725
6019,93726,Fresno CA,"Fresno, CA",93726
6019,93727,Fresno CA,"Fresno, CA",93727
6019,93728,Fresno CA,"Fresno, CA",93728
6019,93730,Fresno CA,"Fresno, CA",93730
6019,99999,Fresno CA,99999,99999
6021,95920,Glenn CA,"Butte City, CA",95920
6021,95939,Glenn CA,"Elk Creek, CA",95939
6021,95943,Glenn CA,"Glenn, CA",95943
6021,95951,Glenn CA,"Hamilton City, CA",95951
6021,95963,Glenn CA,"Orland, CA",95963
6021,95970,Glenn CA,"Princeton, CA",95970
6021,95988,Glenn CA,"Willows, CA",95988
6023,95501,Humboldt CA,"Eureka, CA",95501
6023,95503,Humboldt CA,"Eureka, CA",95503
6023,95511,Humboldt CA,"Alderpoint, CA",95511
6023,95514,Humboldt CA,"Blocksburg, CA",95514
6023,95519,Humboldt CA,"McKinleyville, CA",95519
6023,95521,Humboldt CA,"Arcata, CA",95521
6023,95524,Humboldt CA,"Bayside, CA",95524
6023,95525,Humboldt CA,"Blue Lake, CA",95525
6023,95526,Humboldt CA,"Bridgeville, CA",95526
6023,95528,Humboldt CA,"Carlotta, CA",95528
6023,95536,Humboldt CA,"Ferndale, CA",95536
6023,95537,Humboldt CA,"Fields Landing, CA",95537
6023,95540,Humboldt CA,"Fortuna, CA",95540
6023,95542,Humboldt CA,"Garberville, CA",95542
6023,95545,Humboldt CA,"Honeydew, CA (PO Boxes)",95545
6023,95546,Humboldt CA,"Hoopa, CA",95546
6023,95547,Humboldt CA,"Hydesville, CA",95547
6023,95549,Humboldt CA,"Kneeland, CA",95549
6023,95550,Humboldt CA,"Korbel, CA",95550
6023,95551,Humboldt CA,"Loleta, CA",95551
6023,95553,Humboldt CA,"Miranda, CA (PO Boxes)",95553
6023,95554,Humboldt CA,"Myers Flat, CA",95554
6023,95555,Humboldt CA,"Orick, CA",95555
6023,95556,Humboldt CA,"Orleans, CA",95556
6023,95558,Humboldt CA,"Petrolia, CA",95558
6023,95559,Humboldt CA,"Phillipsville, CA",95559
6023,95560,Humboldt CA,"Redway, CA",95560
6023,95562,Humboldt CA,"Rio Dell, CA",95562
6023,95564,Humboldt CA,"Samoa, CA",95564
6023,95565,Humboldt CA,"Scotia, CA",95565
6023,95569,Humboldt CA,"Redcrest, CA",95569
6023,95570,Humboldt CA,"Westhaven-Moonstone, CA",95570
6023,95571,Humboldt CA,"Weott, CA",95571
6023,95573,Humboldt CA,"Willow Creek, CA",95573
6023,95589,Humboldt CA,"Whitethorn, CA",95589
6023,99999,Humboldt CA,99999,99999
6025,92004,Imperial CA,"Borrego Springs, CA",92004
6025,92222,Imperial CA,"Bard, CA (PO Boxes)",92222
6025,92225,Imperial CA,"Blythe, CA",92225
6025,92227,Imperial CA,"Brawley, CA",92227
6025,92231,Imperial CA,"Calexico, CA",92231
6025,92233,Imperial CA,"Calipatria, CA",92233
6025,92243,Imperial CA,"El Centro, CA",92243
6025,92249,Imperial CA,"Heber, CA",92249
6025,92250,Imperial CA,"Holtville, CA",92250
6025,92251,Imperial CA,"Imperial, CA",92251
6025,92257,Imperial CA,"Niland, CA",92257
6025,92259,Imperial CA,"Ocotillo, CA",92259
6025,92266,Imperial CA,"Palo Verde, CA",92266
6025,92273,Imperial CA,"Seeley, CA",92273
6025,92274,Imperial CA,"Oasis, CA",92274
6025,92275,Imperial CA,"Salton City, CA",92275
6025,92281,Imperial CA,"Westmorland, CA",92281
6025,92283,Imperial CA,"Winterhaven, CA",92283
6027,89060,Inyo CA,"Pahrump, NV",89060
6027,89061,Inyo CA,"Pahrump, NV",89061
6027,92328,Inyo CA,"Death Valley, CA",92328
6027,92384,Inyo CA,"Shoshone, CA",92384
6027,92389,Inyo CA,"Tecopa, CA",92389
6027,93513,Inyo CA,"Big Pine, CA",93513
6027,93514,Inyo CA,"Bishop, CA",93514
6027,93522,Inyo CA,"Darwin, CA",93522
6027,93526,Inyo CA,"Independence, CA",93526
6027,93527,Inyo CA,"Inyokern, CA",93527
6027,93530,Inyo CA,"Keeler, CA",93530
6027,93545,Inyo CA,"Lone Pine, CA",93545
6027,93549,Inyo CA,"Olancha, CA",93549
6027,93592,Inyo CA,"Homewood Canyon, CA",93592
6027,99999,Inyo CA,99999,99999
6029,93203,Kern CA,"Arvin, CA",93203
6029,93205,Kern CA,"Bodfish, CA",93205
6029,93206,Kern CA,"Buttonwillow, CA",93206
6029,93215,Kern CA,"Delano, CA",93215
6029,93220,Kern CA,"Edison, CA (PO Boxes)",93220
6029,93222,Kern CA,"Pine Mountain Club, CA",93222
6029,93224,Kern CA,"Derby Acres, CA",93224
6029,93225,Kern CA,"Frazier Park, CA",93225
6029,93226,Kern CA,"Glennville, CA",93226
6029,93238,Kern CA,"Kernville, CA",93238
6029,93240,Kern CA,"Lake Isabella, CA",93240
6029,93241,Kern CA,"Lamont, CA",93241
6029,93243,Kern CA,"Lebec, CA",93243
6029,93249,Kern CA,"Lost Hills, CA",93249
6029,93250,Kern CA,"McFarland, CA",93250
6029,93251,Kern CA,"Mc Kittrick, CA",93251
6029,93252,Kern CA,"Taft, CA",93252
6029,93255,Kern CA,"Onyx, CA",93255
6029,93263,Kern CA,"Shafter, CA",93263
6029,93268,Kern CA,"Taft, CA",93268
6029,93276,Kern CA,"Tupman, CA",93276
6029,93280,Kern CA,"Wasco, CA",93280
6029,93283,Kern CA,"Weldon, CA",93283
6029,93285,Kern CA,"Wofford Heights, CA",93285
6029,93287,Kern CA,"Woody, CA",93287
6029,93301,Kern CA,"Bakersfield, CA",93301
6029,93304,Kern CA,"Bakersfield, CA",93304
6029,93305,Kern CA,"Bakersfield, CA",93305
6029,93306,Kern CA,"Bakersfield, CA",93306
6029,93307,Kern CA,"Bakersfield, CA",93307
6029,93308,Kern CA,"Oildale, CA",93308
6029,93309,Kern CA,"Bakersfield, CA",93309
6029,93311,Kern CA,"Bakersfield, CA",93311
6029,93312,Kern CA,"Bakersfield, CA",93312
6029,93313,Kern CA,"Bakersfield, CA",93313
6029,93314,Kern CA,"Rosedale, CA",93314
6029,93461,Kern CA,"Shandon, CA",93461
6029,93501,Kern CA,"Mojave, CA",93501
6029,93505,Kern CA,"California City, CA",93505
6029,93516,Kern CA,"Boron, CA",93516
6029,93518,Kern CA,"Caliente, CA",93518
6029,93519,Kern CA,"Cantil, CA",93519
6029,93523,Kern CA,"Edwards AFB, CA",93523
6029,93524,Kern CA,"Edwards AFB, CA",93524
6029,93527,Kern CA,"Inyokern, CA",93527
6029,93528,Kern CA,"Johannesburg, CA",93528
6029,93531,Kern CA,"Keene, CA",93531
6029,93554,Kern CA,"Randsburg, CA",93554
6029,93555,Kern CA,"Ridgecrest, CA",93555
6029,93560,Kern CA,"Rosamond, CA",93560
6029,93561,Kern CA,"Tehachapi, CA",93561
6029,99999,Kern CA,99999,99999
6031,93201,Kings CA,"Alpaugh, CA",93201
6031,93202,Kings CA,"Armona, CA",93202
6031,93204,Kings CA,"Avenal, CA",93204
6031,93212,Kings CA,"Corcoran, CA",93212
6031,93230,Kings CA,"Hanford, CA",93230
6031,93239,Kings CA,"Kettleman City, CA",93239
6031,93242,Kings CA,"Laton, CA",93242
6031,93245,Kings CA,"Lemoore, CA",93245
6031,93266,Kings CA,"Stratford, CA",93266
6031,93631,Kings CA,"Kingsburg, CA",93631
6031,93656,Kings CA,"Riverdale, CA",93656
6031,99999,Kings CA,99999,99999
6033,95422,Lake CA,"Clearlake, CA",95422
6033,95423,Lake CA,"Clearlake Oaks, CA",95423
6033,95426,Lake CA,"Cobb, CA",95426
6033,95435,Lake CA,"Finley, CA (PO Boxes)",95435
6033,95443,Lake CA,"Glenhaven, CA",95443
6033,95451,Lake CA,"Kelseyville, CA",95451
6033,95453,Lake CA,"Lakeport, CA",95453
6033,95457,Lake CA,"Lower Lake, CA",95457
6033,95458,Lake CA,"Lucerne, CA",95458
6033,95461,Lake CA,"Middletown, CA",95461
6033,95464,Lake CA,"Nice, CA",95464
6033,95467,Lake CA,"Hidden Valley Lake, CA",95467
6033,95469,Lake CA,"Potter Valley, CA",95469
6033,95485,Lake CA,"Upper Lake, CA",95485
6033,95493,Lake CA,"Witter Springs, CA",95493
6033,99999,Lake CA,99999,99999
6035,96006,Lassen CA,"Adin, CA",96006
6035,96009,Lassen CA,"Bieber, CA",96009
6035,96056,Lassen CA,"Mcarthur, CA",96056
6035,96068,Lassen CA,"Nubieber, CA (PO Boxes)",96068
6035,96105,Lassen CA,"Chilcoot-Vinton, CA",96105
6035,96109,Lassen CA,"Doyle, CA",96109
6035,96110,Lassen CA,"Eagleville, CA (PO Boxes)",96110
6035,96113,Lassen CA,"Patton Village, CA",96113
6035,96114,Lassen CA,"Janesville, CA",96114
6035,96117,Lassen CA,"Litchfield, CA",96117
6035,96119,Lassen CA,"Madeline, CA (PO Boxes)",96119
6035,96121,Lassen CA,"Milford, CA",96121
6035,96123,Lassen CA,"Ravendale, CA",96123
6035,96128,Lassen CA,"Standish, CA",96128
6035,96130,Lassen CA,"Susanville, CA",96130
6035,96132,Lassen CA,"Termo, CA",96132
6035,96136,Lassen CA,"Wendel, CA",96136
6035,96137,Lassen CA,"Westwood, CA",96137
6037,90001,Los Angeles CA,"Florence-Graham, CA",90001
6037,90002,Los Angeles CA,"Los Angeles, CA",90002
6037,90003,Los Angeles CA,"Los Angeles, CA",90003
6037,90004,Los Angeles CA,"Los Angeles, CA",90004
6037,90005,Los Angeles CA,"Los Angeles, CA",90005
6037,90006,Los Angeles CA,"Los Angeles, CA",90006
6037,90007,Los Angeles CA,"Los Angeles, CA",90007
6037,90008,Los Angeles CA,"Los Angeles, CA",90008
6037,90010,Los Angeles CA,"Los Angeles, CA",90010
6037,90011,Los Angeles CA,"Los Angeles, CA",90011
6037,90012,Los Angeles CA,"Los Angeles, CA",90012
6037,90013,Los Angeles CA,"Los Angeles, CA",90013
6037,90014,Los Angeles CA,"Los Angeles, CA",90014
6037,90015,Los Angeles CA,"Los Angeles, CA",90015
6037,90016,Los Angeles CA,"Los Angeles, CA",90016
6037,90017,Los Angeles CA,"Los Angeles, CA",90017
6037,90018,Los Angeles CA,"Los Angeles, CA",90018
6037,90019,Los Angeles CA,"Los Angeles, CA",90019
6037,90020,Los Angeles CA,"Los Angeles, CA",90020
6037,90021,Los Angeles CA,"Los Angeles, CA",90021
6037,90022,Los Angeles CA,"East Los Angeles, CA",90022
6037,90023,Los Angeles CA,"Los Angeles, CA",90023
6037,90024,Los Angeles CA,"Los Angeles, CA",90024
6037,90025,Los Angeles CA,"Los Angeles, CA",90025
6037,90026,Los Angeles CA,"Los Angeles, CA",90026
6037,90027,Los Angeles CA,"Los Angeles, CA",90027
6037,90028,Los Angeles CA,"Los Angeles, CA",90028
6037,90029,Los Angeles CA,"Los Angeles, CA",90029
6037,90031,Los Angeles CA,"Los Angeles, CA",90031
6037,90032,Los Angeles CA,"Los Angeles, CA",90032
6037,90033,Los Angeles CA,"Los Angeles, CA",90033
6037,90034,Los Angeles CA,"Los Angeles, CA",90034
6037,90035,Los Angeles CA,"Los Angeles, CA",90035
6037,90036,Los Angeles CA,"Los Angeles, CA",90036
6037,90037,Los Angeles CA,"Los Angeles, CA",90037
6037,90038,Los Angeles CA,"Los Angeles, CA",90038
6037,90039,Los Angeles CA,"Los Angeles, CA",90039
6037,90040,Los Angeles CA,"Commerce, CA",90040
6037,90041,Los Angeles CA,"Los Angeles, CA",90041
6037,90042,Los Angeles CA,"Los Angeles, CA",90042
6037,90043,Los Angeles CA,"Los Angeles, CA",90043
6037,90044,Los Angeles CA,"Los Angeles, CA",90044
6037,90045,Los Angeles CA,"Los Angeles, CA",90045
6037,90046,Los Angeles CA,"Los Angeles, CA",90046
6037,90047,Los Angeles CA,"Los Angeles, CA",90047
6037,90048,Los Angeles CA,"Los Angeles, CA",90048
6037,90049,Los Angeles CA,"Los Angeles, CA",90049
6037,90056,Los Angeles CA,"Ladera Heights, CA",90056
6037,90057,Los Angeles CA,"Los Angeles, CA",90057
6037,90058,Los Angeles CA,"Los Angeles, CA",90058
6037,90059,Los Angeles CA,"Los Angeles, CA",90059
6037,90061,Los Angeles CA,"Los Angeles, CA",90061
6037,90062,Los Angeles CA,"Los Angeles, CA",90062
6037,90063,Los Angeles CA,"East Los Angeles, CA",90063
6037,90064,Los Angeles CA,"Los Angeles, CA",90064
6037,90065,Los Angeles CA,"Los Angeles, CA",90065
6037,90066,Los Angeles CA,"Los Angeles, CA",90066
6037,90067,Los Angeles CA,"Los Angeles, CA",90067
6037,90068,Los Angeles CA,"Los Angeles, CA",90068
6037,90069,Los Angeles CA,"West Hollywood, CA",90069
6037,90071,Los Angeles CA,"Los Angeles, CA",90071
6037,90073,Los Angeles CA,"Los Angeles, CA",90073
6037,90077,Los Angeles CA,"Los Angeles, CA",90077
6037,90089,Los Angeles CA,"Los Angeles, CA",90089
6037,90094,Los Angeles CA,"Los Angeles, CA",90094
6037,90095,Los Angeles CA,"Ucla, Los Angeles, CA",90095
6037,90201,Los Angeles CA,"Bell Gardens, CA",90201
6037,90210,Los Angeles CA,"Beverly Hills, CA",90210
6037,90211,Los Angeles CA,"Beverly Hills, CA",90211
6037,90212,Los Angeles CA,"Beverly Hills, CA",90212
6037,90220,Los Angeles CA,"Compton, CA",90220
6037,90221,Los Angeles CA,"Compton, CA",90221
6037,90222,Los Angeles CA,"Willowbrook, CA",90222
6037,90230,Los Angeles CA,"Culver City, CA",90230
6037,90232,Los Angeles CA,"Culver City, CA",90232
6037,90240,Los Angeles CA,"Downey, CA",90240
6037,90241,Los Angeles CA,"Downey, CA",90241
6037,90242,Los Angeles CA,"Downey, CA",90242
6037,90245,Los Angeles CA,"El Segundo, CA",90245
6037,90247,Los Angeles CA,"Gardena, CA",90247
6037,90248,Los Angeles CA,"Los Angeles, CA",90248
6037,90249,Los Angeles CA,"Gardena, CA",90249
6037,90250,Los Angeles CA,"Hawthorne, CA",90250
6037,90254,Los Angeles CA,"Hermosa Beach, CA",90254
6037,90255,Los Angeles CA,"Huntington Park, CA",90255
6037,90260,Los Angeles CA,"Lawndale, CA",90260
6037,90262,Los Angeles CA,"Lynwood, CA",90262
6037,90263,Los Angeles CA,"Malibu, CA",90263
6037,90265,Los Angeles CA,"Malibu, CA",90265
6037,90266,Los Angeles CA,"Manhattan Beach, CA",90266
6037,90270,Los Angeles CA,"Maywood, CA",90270
6037,90272,Los Angeles CA,"Los Angeles, CA",90272
6037,90274,Los Angeles CA,"Palos Verdes Estates, CA",90274
6037,90275,Los Angeles CA,"Rancho Palos Verdes, CA",90275
6037,90277,Los Angeles CA,"Redondo Beach, CA",90277
6037,90278,Los Angeles CA,"Redondo Beach, CA",90278
6037,90280,Los Angeles CA,"South Gate, CA",90280
6037,90290,Los Angeles CA,"Topanga, CA",90290
