county,zcta5,cntyname,zipname,Final Zip
1001,36003,Autauga AL,"Autaugaville, AL",36003
1001,36006,Autauga AL,"Billingsley, AL",36006
1001,36022,Autauga AL,"Deatsville, AL",36022
1001,36051,Autauga AL,"Marbury, AL",36051
1001,36066,Autauga AL,"Prattville, AL",36066
1001,36067,Autauga AL,"Prattville, AL",36067
1001,36091,Autauga AL,"Verbena, AL",36091
1001,36703,Autauga AL,"Selma, AL",36703
1001,36749,Autauga AL,"Jones, AL",36749
1001,36758,Autauga AL,"Plantersville, AL",36758
1003,36480,Baldwin AL,"Uriah, AL",36480
1003,36502,Baldwin AL,"Atmore, AL",36502
1003,36507,Baldwin AL,"Bay Minette, AL",36507
1003,36511,Baldwin AL,"Bon Secour, AL",36511
1003,36526,Baldwin AL,"Daphne, AL",36526
1003,36527,Baldwin AL,"Spanish Fort, AL",36527
1003,36530,Baldwin AL,"Elberta, AL",36530
1003,36532,Baldwin AL,"Fairhope, AL",36532
1003,36535,Baldwin AL,"Foley, AL",36535
1003,36542,Baldwin AL,"Gulf Shores, AL",36542
1003,36549,Baldwin AL,"Lillian, AL",36549
1003,36550,Baldwin AL,"Little River, AL (PO Boxes)",36550
1003,36551,Baldwin AL,"Loxley, AL",36551
1003,36555,Baldwin AL,"Magnolia Springs, AL",36555
1003,36559,Baldwin AL,"Montrose, AL (PO Boxes)",36559
1003,36561,Baldwin AL,"Orange Beach, AL",36561
1003,36562,Baldwin AL,"Perdido, AL",36562
1003,36564,Baldwin AL,"Point Clear, AL",36564
1003,36567,Baldwin AL,"Robertsdale, AL",36567
1003,36574,Baldwin AL,"Seminole, AL",36574
1003,36576,Baldwin AL,"Silverhill, AL",36576
1003,36578,Baldwin AL,"Stapleton, AL (PO Boxes)",36578
1003,36579,Baldwin AL,"Stockton, AL",36579
1003,36580,Baldwin AL,"Summerdale, AL",36580
1003,99999,Baldwin AL,99999,99999
1005,36005,Barbour AL,"Banks, AL",36005
1005,36016,Barbour AL,"Clayton, AL",36016
1005,36017,Barbour AL,"Clio, AL",36017
1005,36027,Barbour AL,"Eufaula, AL",36027
1005,36048,Barbour AL,"Louisville, AL",36048
1005,36053,Barbour AL,"Midway, AL",36053
1005,36311,Barbour AL,"Ariton, AL",36311
1005,36317,Barbour AL,"Clopton, AL",36317
1005,36374,Barbour AL,"Skipperville, AL",36374
1007,35034,Bibb AL,"Brent, AL",35034
1007,35035,Bibb AL,"Brierfield, AL",35035
1007,35042,Bibb AL,"Centreville, AL",35042
1007,35074,Bibb AL,"Green Pond, AL (PO Boxes)",35074
1007,35111,Bibb AL,"Mc Calla, AL",35111
1007,35115,Bibb AL,"Montevallo, AL",35115
1007,35184,Bibb AL,"West Blocton, AL",35184
1007,35188,Bibb AL,"Woodstock, AL",35188
1007,35456,Bibb AL,"Duncanville, AL",35456
1007,36750,Bibb AL,"Maplesville, AL",36750
1007,36792,Bibb AL,"Randolph, AL",36792
1007,36793,Bibb AL,"Lawley, AL",36793
1009,35013,Blount AL,"Allgood, AL",35013
1009,35016,Blount AL,"Arab, AL",35016
1009,35031,Blount AL,"Blountsville, AL",35031
1009,35049,Blount AL,"Cleveland, AL",35049
1009,35063,Blount AL,"Empire, AL",35063
1009,35079,Blount AL,"Hayden, AL",35079
1009,35097,Blount AL,"Locust Fork, AL",35097
1009,35121,Blount AL,"Oneonta, AL",35121
1009,35126,Blount AL,"Pinson, AL",35126
1009,35133,Blount AL,"Remlap, AL",35133
1009,35146,Blount AL,"Springville, AL",35146
1009,35172,Blount AL,"Trafford, AL",35172
1009,35180,Blount AL,"Warrior, AL",35180
1009,35952,Blount AL,"Altoona, AL",35952
1009,35957,Blount AL,"Boaz, AL",35957
1009,35976,Blount AL,"Guntersville, AL",35976
1009,35980,Blount AL,"Horton, AL",35980
1011,36005,Bullock AL,"Banks, AL",36005
1011,36029,Bullock AL,"Fitzpatrick, AL",36029
1011,36052,Bullock AL,"Mathews, AL (PO Boxes)",36052
1011,36053,Bullock AL,"Midway, AL",36053
1011,36081,Bullock AL,"Troy, AL",36081
1011,36089,Bullock AL,"Union Springs, AL",36089
1011,36860,Bullock AL,"Hurtsboro, AL",36860
1013,36030,Butler AL,"Forest Home, AL",36030
1013,36032,Butler AL,"Fort Deposit, AL",36032
1013,36033,Butler AL,"Georgiana, AL",36033
1013,36037,Butler AL,"Greenville, AL",36037
1013,36042,Butler AL,"Honoraville, AL",36042
1013,36071,Butler AL,"Rutledge, AL",36071
1013,36456,Butler AL,"Mc Kenzie, AL",36456
1013,36474,Butler AL,"Red Level, AL",36474
1015,35096,Calhoun AL,"Lincoln, AL",35096
1015,35905,Calhoun AL,"Glencoe, AL",35905
1015,36201,Calhoun AL,"Anniston, AL",36201
1015,36203,Calhoun AL,"Oxford, AL",36203
1015,36205,Calhoun AL,"Anniston, AL",36205
1015,36206,Calhoun AL,"Saks, AL",36206
1015,36207,Calhoun AL,"Anniston, AL",36207
1015,36250,Calhoun AL,"Alexandria, AL",36250
1015,36260,Calhoun AL,"Oxford, AL",36260
1015,36265,Calhoun AL,"Jacksonville, AL",36265
1015,36271,Calhoun AL,"Ohatchee, AL",36271
1015,36272,Calhoun AL,"Piedmont, AL",36272
1015,36277,Calhoun AL,"Weaver, AL",36277
1015,36279,Calhoun AL,"Wellington, AL",36279
1015,99999,Calhoun AL,99999,99999
1017,36274,Chambers AL,"Roanoke, AL",36274
1017,36276,Chambers AL,"Wadley, AL",36276
1017,36801,Chambers AL,"Opelika, AL",36801
1017,36850,Chambers AL,"Camp Hill, AL",36850
1017,36852,Chambers AL,"Cusseta, AL",36852
1017,36854,Chambers AL,"Valley, AL",36854
1017,36855,Chambers AL,"Five Points, AL",36855
1017,36862,Chambers AL,"Lafayette, AL",36862
1017,36863,Chambers AL,"Lanett, AL",36863
1017,36879,Chambers AL,"Waverly, AL",36879
1019,30165,Cherokee AL,"Rome, GA",30165
1019,35901,Cherokee AL,"Gadsden, AL",35901
1019,35903,Cherokee AL,"Gadsden, AL",35903
1019,35959,Cherokee AL,"Cedar Bluff, AL",35959
1019,35960,Cherokee AL,"Centre, AL",35960
1019,35961,Cherokee AL,"Collinsville, AL",35961
1019,35967,Cherokee AL,"Fort Payne, AL",35967
1019,35973,Cherokee AL,"Gaylesville, AL",35973
1019,35983,Cherokee AL,"Leesburg, AL",35983
1019,35984,Cherokee AL,"Mentone, AL",35984
1019,36272,Cherokee AL,"Piedmont, AL",36272
1021,35040,Chilton AL,"Calera, AL",35040
1021,35045,Chilton AL,"Clanton, AL",35045
1021,35046,Chilton AL,"Clanton, AL",35046
1021,35085,Chilton AL,"Jemison, AL",35085
1021,35115,Chilton AL,"Montevallo, AL",35115
1021,35171,Chilton AL,"Thorsby, AL",35171
1021,36006,Chilton AL,"Billingsley, AL",36006
1021,36051,Chilton AL,"Marbury, AL",36051
1021,36091,Chilton AL,"Verbena, AL",36091
1021,36750,Chilton AL,"Maplesville, AL",36750
1021,36758,Chilton AL,"Plantersville, AL",36758
1021,36790,Chilton AL,"Stanton, AL",36790
1021,36792,Chilton AL,"Randolph, AL",36792
1021,36793,Chilton AL,"Lawley, AL",36793
1023,36558,Choctaw AL,"Millry, AL",36558
1023,36904,Choctaw AL,"Butler, AL",36904
1023,36908,Choctaw AL,"Gilbertown, AL",36908
1023,36910,Choctaw AL,"Jachin, AL",36910
1023,36912,Choctaw AL,"Lisman, AL",36912
1023,36913,Choctaw AL,"Melvin, AL",36913
1023,36915,Choctaw AL,"Needham, AL",36915
1023,36916,Choctaw AL,"Pennington, AL",36916
1023,36919,Choctaw AL,"Silas, AL",36919
1023,36921,Choctaw AL,"Toxey, AL",36921
1023,36922,Choctaw AL,"Ward, AL",36922
1025,36436,Clarke AL,"Dickinson, AL",36436
1025,36446,Clarke AL,"Fulton, AL",36446
1025,36451,Clarke AL,"Grove Hill, AL",36451
1025,36482,Clarke AL,"Whatley, AL",36482
1025,36524,Clarke AL,"Coffeeville, AL",36524
1025,36540,Clarke AL,"Gainestown, AL",36540
1025,36545,Clarke AL,"Jackson, AL",36545
1025,36727,Clarke AL,"Campbell, AL",36727
1025,36751,Clarke AL,"Lower Peach Tree, AL",36751
1025,36784,Clarke AL,"Thomasville, AL",36784
1027,35072,Clay AL,"Goodwater, AL",35072
1027,35082,Clay AL,"Hollins, AL (PO Boxes)",35082
1027,35150,Clay AL,"Sylacauga, AL",35150
1027,35160,Clay AL,"Talladega, AL",35160
1027,36251,Clay AL,"Ashland, AL",36251
1027,36255,Clay AL,"Cragford, AL",36255
1027,36256,Clay AL,"New Site, AL",36256
1027,36258,Clay AL,"Delta, AL",36258
1027,36266,Clay AL,"Lineville, AL",36266
1027,36267,Clay AL,"Millerville, AL",36267
1027,36268,Clay AL,"Munford, AL",36268
1027,36276,Clay AL,"Wadley, AL",36276
1029,36258,Cleburne AL,"Delta, AL",36258
1029,36262,Cleburne AL,"Fruithurst, AL",36262
1029,36264,Cleburne AL,"Heflin, AL",36264
1029,36269,Cleburne AL,"Muscadine, AL",36269
1029,36272,Cleburne AL,"Piedmont, AL",36272
1029,36273,Cleburne AL,"Ranburne, AL",36273
1031,36009,Coffee AL,"Brantley, AL",36009
1031,36010,Coffee AL,"Brundidge, AL",36010
1031,36034,Coffee AL,"Glenwood, AL",36034
1031,36079,Coffee AL,"Troy, AL",36079
1031,36311,Coffee AL,"Ariton, AL",36311
1031,36316,Coffee AL,"Chancellor, AL",36316
1031,36318,Coffee AL,"Coffee Springs, AL",36318
1031,36322,Coffee AL,"Daleville, AL",36322
1031,36323,Coffee AL,"Elba, AL",36323
1031,36330,Coffee AL,"Enterprise, AL",36330
1031,36346,Coffee AL,"Jack, AL",36346
1031,36351,Coffee AL,"New Brockton, AL",36351
1031,36360,Coffee AL,"Ozark, AL",36360
1031,36453,Coffee AL,"Kinston, AL",36453
1031,36467,Coffee AL,"Opp, AL",36467
1031,36477,Coffee AL,"Samson, AL",36477
1031,99999,Coffee AL,99999,99999
1033,35616,Colbert AL,"Cherokee, AL",35616
1033,35646,Colbert AL,"Leighton, AL",35646
1033,35653,Colbert AL,"Russellville, AL",35653
1033,35654,Colbert AL,"Russellville, AL",35654
1033,35660,Colbert AL,"Sheffield, AL",35660
1033,35661,Colbert AL,"Muscle Shoals, AL",35661
1033,35672,Colbert AL,"Town Creek, AL",35672
1033,35674,Colbert AL,"Tuscumbia, AL",35674
1033,38852,Colbert AL,"Iuka, MS",38852
1035,36033,Conecuh AL,"Georgiana, AL",36033
1035,36401,Conecuh AL,"Evergreen, AL",36401
1035,36421,Conecuh AL,"Andalusia, AL",36421
1035,36426,Conecuh AL,"Brewton, AL",36426
1035,36432,Conecuh AL,"Castleberry, AL",36432
1035,36454,Conecuh AL,"Lenox, AL",36454
1035,36456,Conecuh AL,"Mc Kenzie, AL",36456
1035,36460,Conecuh AL,"Monroeville, AL",36460
1035,36471,Conecuh AL,"Peterman, AL",36471
1035,36473,Conecuh AL,"Range, AL",36473
1035,36474,Conecuh AL,"Red Level, AL",36474
1035,36475,Conecuh AL,"Repton, AL",36475
1035,36502,Conecuh AL,"Atmore, AL",36502
1037,35010,Coosa AL,"Alexander City, AL",35010
1037,35046,Coosa AL,"Clanton, AL",35046
1037,35072,Coosa AL,"Goodwater, AL",35072
1037,35089,Coosa AL,"Kellyton, AL",35089
1037,35136,Coosa AL,"Rockford, AL",35136
1037,35150,Coosa AL,"Sylacauga, AL",35150
1037,35151,Coosa AL,"Sylacauga, AL",35151
1037,35183,Coosa AL,"Weogufka, AL",35183
1037,36026,Coosa AL,"Equality, AL",36026
1037,36080,Coosa AL,"Titus, AL",36080
1037,36091,Coosa AL,"Verbena, AL",36091
1039,36028,Covington AL,"Dozier, AL",36028
1039,36038,Covington AL,"Gantt, AL (PO Boxes)",36038
1039,36420,Covington AL,"Andalusia, AL",36420
1039,36421,Covington AL,"Andalusia, AL",36421
1039,36442,Covington AL,"Florala, AL",36442
1039,36453,Covington AL,"Kinston, AL",36453
1039,36455,Covington AL,"Lockhart, AL",36455
1039,36456,Covington AL,"Mc Kenzie, AL",36456
1039,36467,Covington AL,"Opp, AL",36467
1039,36474,Covington AL,"Red Level, AL",36474
1039,36476,Covington AL,"River Falls, AL",36476
1039,36483,Covington AL,"Wing, AL",36483
1041,36009,Crenshaw AL,"Brantley, AL",36009
1041,36028,Crenshaw AL,"Dozier, AL",36028
1041,36034,Crenshaw AL,"Glenwood, AL",36034
1041,36035,Crenshaw AL,"Goshen, AL",36035
1041,36036,Crenshaw AL,"Grady, AL",36036
1041,36037,Crenshaw AL,"Greenville, AL",36037
1041,36041,Crenshaw AL,"Highland Home, AL",36041
1041,36042,Crenshaw AL,"Honoraville, AL",36042
1041,36046,Crenshaw AL,"Lapine, AL",36046
1041,36049,Crenshaw AL,"Luverne, AL",36049
1041,36071,Crenshaw AL,"Rutledge, AL",36071
1043,35016,Cullman AL,"Arab, AL",35016
1043,35019,Cullman AL,"Baileyton, AL",35019
1043,35033,Cullman AL,"Bremen, AL",35033
1043,35053,Cullman AL,"Crane Hill, AL",35053
1043,35055,Cullman AL,"Cullman, AL",35055
1043,35057,Cullman AL,"Cullman, AL",35057
1043,35058,Cullman AL,"Cullman, AL",35058
1043,35070,Cullman AL,"Garden City, AL",35070
1043,35077,Cullman AL,"Hanceville, AL",35077
1043,35083,Cullman AL,"Holly Pond, AL",35083
1043,35087,Cullman AL,"Joppa, AL",35087
1043,35098,Cullman AL,"Logan, AL",35098
1043,35179,Cullman AL,"Vinemont, AL",35179
1043,35540,Cullman AL,"Addison, AL",35540
1043,35541,Cullman AL,"Arley, AL",35541
1043,35619,Cullman AL,"Danville, AL",35619
1043,35621,Cullman AL,"Eva, AL",35621
1043,35622,Cullman AL,"Falkville, AL",35622
1043,35976,Cullman AL,"Guntersville, AL",35976
1045,36010,Dale AL,"Brundidge, AL",36010
1045,36303,Dale AL,"Dothan, AL",36303
1045,36311,Dale AL,"Ariton, AL",36311
1045,36317,Dale AL,"Clopton, AL",36317
1045,36322,Dale AL,"Daleville, AL",36322
1045,36330,Dale AL,"Enterprise, AL",36330
1045,36345,Dale AL,"Headland, AL",36345
1045,36350,Dale AL,"Midland City, AL",36350
1045,36352,Dale AL,"Newton, AL",36352
1045,36353,Dale AL,"Newville, AL",36353
1045,36360,Dale AL,"Ozark, AL",36360
1045,36362,Dale AL,"Fort Rucker, AL",36362
1045,36371,Dale AL,"Pinckard, AL",36371
1045,36374,Dale AL,"Skipperville, AL",36374
1045,99999,Dale AL,99999,99999
1047,36701,Dallas AL,"Selma, AL",36701
1047,36703,Dallas AL,"Selma, AL",36703
1047,36749,Dallas AL,"Jones, AL",36749
1047,36758,Dallas AL,"Plantersville, AL",36758
1047,36759,Dallas AL,"Marion Junction, AL",36759
1047,36761,Dallas AL,"Minter, AL",36761
1047,36767,Dallas AL,"Orrville, AL",36767
1047,36773,Dallas AL,"Safford, AL",36773
1047,36775,Dallas AL,"Sardis, AL",36775
1047,36785,Dallas AL,"Tyler, AL",36785
1049,35765,DeKalb AL,"Pisgah, AL",35765
1049,35771,DeKalb AL,"Section, AL",35771
1049,35951,DeKalb AL,"Albertville, AL",35951
1049,35954,DeKalb AL,"Attalla, AL",35954
1049,35957,DeKalb AL,"Boaz, AL",35957
1049,35961,DeKalb AL,"Collinsville, AL",35961
1049,35962,DeKalb AL,"Crossville, AL",35962
1049,35963,DeKalb AL,"Dawson, AL",35963
1049,35966,DeKalb AL,"Flat Rock, AL",35966
1049,35967,DeKalb AL,"Fort Payne, AL",35967
1049,35968,DeKalb AL,"Fort Payne, AL",35968
1049,35971,DeKalb AL,"Fyffe, AL",35971
1049,35974,DeKalb AL,"Geraldine, AL",35974
1049,35975,DeKalb AL,"Groveoak, AL (PO Boxes)",35975
1049,35978,DeKalb AL,"Henagar, AL",35978
1049,35979,DeKalb AL,"Higdon, AL",35979
1049,35981,DeKalb AL,"Ider, AL",35981
1049,35984,DeKalb AL,"Mentone, AL",35984
1049,35986,DeKalb AL,"Rainsville, AL",35986
1049,35988,DeKalb AL,"Sylvania, AL",35988
1049,35989,DeKalb AL,"Valley Head, AL",35989
1051,35010,Elmore AL,"Alexander City, AL",35010
1051,36020,Elmore AL,"Coosada, AL",36020
1051,36022,Elmore AL,"Deatsville, AL",36022
1051,36024,Elmore AL,"Eclectic, AL",36024
1051,36025,Elmore AL,"Elmore, AL",36025
1051,36026,Elmore AL,"Equality, AL",36026
1051,36051,Elmore AL,"Marbury, AL",36051
1051,36054,Elmore AL,"Millbrook, AL",36054
1051,36066,Elmore AL,"Prattville, AL",36066
1051,36078,Elmore AL,"Tallassee, AL",36078
1051,36080,Elmore AL,"Titus, AL",36080
1051,36092,Elmore AL,"Wetumpka, AL",36092
1051,36093,Elmore AL,"Redland, AL",36093
1053,36420,Escambia AL,"Andalusia, AL",36420
1053,36426,Escambia AL,"Brewton, AL",36426
1053,36432,Escambia AL,"Castleberry, AL",36432
1053,36441,Escambia AL,"Flomaton, AL",36441
1053,36483,Escambia AL,"Wing, AL",36483
1053,36502,Escambia AL,"Atmore, AL",36502
1053,36543,Escambia AL,"Huxford, AL (PO Boxes)",36543
1053,36562,Escambia AL,"Perdido, AL",36562
1055,35901,Etowah AL,"Gadsden, AL",35901
1055,35903,Etowah AL,"Gadsden, AL",35903
1055,35904,Etowah AL,"Gadsden, AL",35904
1055,35905,Etowah AL,"Glencoe, AL",35905
1055,35906,Etowah AL,"Rainbow City, AL",35906
1055,35907,Etowah AL,"Southside, AL",35907
1055,35952,Etowah AL,"Altoona, AL",35952
1055,35954,Etowah AL,"Attalla, AL",35954
1055,35956,Etowah AL,"Whitesboro, AL",35956
1055,35961,Etowah AL,"Collinsville, AL",35961
1055,35972,Etowah AL,"Gallant, AL",35972
1055,35990,Etowah AL,"Walnut Grove, AL",35990
1055,36272,Etowah AL,"Piedmont, AL",36272
1057,35542,Fayette AL,"Bankston, AL",35542
1057,35545,Fayette AL,"Belk, AL",35545
1057,35546,Fayette AL,"Berry, AL",35546
1057,35549,Fayette AL,"Carbon Hill, AL",35549
1057,35554,Fayette AL,"Eldridge, AL",35554
1057,35555,Fayette AL,"Fayette, AL",35555
1057,35559,Fayette AL,"Glen Allen, AL",35559
1057,35563,Fayette AL,"Guin, AL",35563
1057,35574,Fayette AL,"Kennedy, AL",35574
1057,35594,Fayette AL,"Winfield, AL",35594
1059,35564,Franklin AL,"Hackleburg, AL",35564
1059,35565,Franklin AL,"Haleyville, AL",35565
1059,35571,Franklin AL,"Hodges, AL",35571
1059,35581,Franklin AL,"Phil Campbell, AL",35581
1059,35582,Franklin AL,"Red Bay, AL",35582
1059,35585,Franklin AL,"Spruce Pine, AL",35585
1059,35593,Franklin AL,"Vina, AL",35593
1059,35653,Franklin AL,"Russellville, AL",35653
1059,35654,Franklin AL,"Russellville, AL",35654
1061,36301,Geneva AL,"Dothan, AL",36301
1061,36305,Geneva AL,"Dothan, AL",36305
1061,36313,Geneva AL,"Bellwood, AL (PO Boxes)",36313
1061,36314,Geneva AL,"Black, AL",36314
1061,36316,Geneva AL,"Chancellor, AL",36316
1061,36318,Geneva AL,"Coffee Springs, AL",36318
1061,36322,Geneva AL,"Daleville, AL",36322
1061,36340,Geneva AL,"Geneva, AL",36340
1061,36344,Geneva AL,"Hartford, AL",36344
1061,36352,Geneva AL,"Newton, AL",36352
1061,36375,Geneva AL,"Slocomb, AL",36375
1061,36442,Geneva AL,"Florala, AL",36442
1061,36453,Geneva AL,"Kinston, AL",36453
1061,36477,Geneva AL,"Samson, AL",36477
1063,35442,Greene AL,"Aliceville, AL",35442
1063,35443,Greene AL,"Boligee, AL",35443
1063,35462,Greene AL,"Eutaw, AL",35462
1063,35463,Greene AL,"Fosters, AL",35463
1063,35464,Greene AL,"Gainesville, AL",35464
1063,35469,Greene AL,"Knoxville, AL",35469
1063,35480,Greene AL,"Ralph, AL",35480
1063,36740,Greene AL,"Forkland, AL",36740
1065,35441,Hale AL,"Akron, AL",35441
1065,35474,Hale AL,"Moundville, AL",35474
1065,36738,Hale AL,"Faunsdale, AL (PO Boxes)",36738
1065,36742,Hale AL,"Gallion, AL",36742
1065,36744,Hale AL,"Greensboro, AL",36744
1065,36765,Hale AL,"Newbern, AL",36765
1065,36776,Hale AL,"Sawyerville, AL",36776
1067,36027,Henry AL,"Eufaula, AL",36027
1067,36303,Henry AL,"Dothan, AL",36303
1067,36310,Henry AL,"Abbeville, AL",36310
1067,36317,Henry AL,"Clopton, AL",36317
1067,36319,Henry AL,"Columbia, AL",36319
1067,36345,Henry AL,"Headland, AL",36345
1067,36353,Henry AL,"Newville, AL",36353
1067,36373,Henry AL,"Shorterville, AL",36373
1069,36301,Houston AL,"Dothan, AL",36301
1069,36303,Houston AL,"Dothan, AL",36303
1069,36305,Houston AL,"Dothan, AL",36305
1069,36312,Houston AL,"Ashford, AL",36312
1069,36319,Houston AL,"Columbia, AL",36319
1069,36320,Houston AL,"Cottonwood, AL",36320
1069,36321,Houston AL,"Cowarts, AL",36321
1069,36343,Houston AL,"Gordon, AL",36343
1069,36345,Houston AL,"Headland, AL",36345
1069,36350,Houston AL,"Midland City, AL",36350
1069,36352,Houston AL,"Newton, AL",36352
1069,36370,Houston AL,"Pansey, AL",36370
1069,36375,Houston AL,"Slocomb, AL",36375
1069,36376,Houston AL,"Webb, AL",36376
1071,35740,Jackson AL,"Bridgeport, AL",35740
1071,35744,Jackson AL,"Dutton, AL",35744
1071,35745,Jackson AL,"Estillfork, AL",35745
1071,35746,Jackson AL,"Fackler, AL",35746
1071,35748,Jackson AL,"Gurley, AL",35748
1071,35751,Jackson AL,"Hollytree, AL (PO Boxes)",35751
1071,35752,Jackson AL,"Hollywood, AL",35752
1071,35755,Jackson AL,"Langston, AL",35755
1071,35764,Jackson AL,"Paint Rock, AL",35764
1071,35765,Jackson AL,"Pisgah, AL",35765
1071,35766,Jackson AL,"Princeton, AL (PO Boxes)",35766
1071,35768,Jackson AL,"Scottsboro, AL",35768
1071,35769,Jackson AL,"Scottsboro, AL",35769
1071,35771,Jackson AL,"Section, AL",35771
1071,35772,Jackson AL,"Stevenson, AL",35772
1071,35774,Jackson AL,"Trenton, AL (PO Boxes)",35774
1071,35776,Jackson AL,"Woodville, AL",35776
1071,35958,Jackson AL,"Bryant, AL",35958
1071,35966,Jackson AL,"Flat Rock, AL",35966
1071,35978,Jackson AL,"Henagar, AL",35978
1071,35979,Jackson AL,"Higdon, AL",35979
1073,35005,Jefferson AL,"Adamsville, AL",35005
1073,35006,Jefferson AL,"Adger, AL",35006
1073,35020,Jefferson AL,"Bessemer, AL",35020
1073,35022,Jefferson AL,"Bessemer, AL",35022
1073,35023,Jefferson AL,"Hueytown, AL",35023
1073,35036,Jefferson AL,"Brookside, AL",35036
1073,35060,Jefferson AL,"Docena, AL (PO Boxes)",35060
1073,35061,Jefferson AL,"Birmingham, AL",35061
1073,35062,Jefferson AL,"Dora, AL",35062
1073,35063,Jefferson AL,"Empire, AL",35063
1073,35064,Jefferson AL,"Fairfield, AL",35064
1073,35068,Jefferson AL,"Fultondale, AL",35068
1073,35071,Jefferson AL,"Gardendale, AL",35071
1073,35073,Jefferson AL,"Graysville, AL",35073
1073,35079,Jefferson AL,"Hayden, AL",35079
1073,35080,Jefferson AL,"Helena, AL",35080
1073,35091,Jefferson AL,"Kimberly, AL",35091
1073,35094,Jefferson AL,"Leeds, AL",35094
1073,35111,Jefferson AL,"Mc Calla, AL",35111
1073,35116,Jefferson AL,"Morris, AL",35116
1073,35117,Jefferson AL,"Mount Olive, AL",35117
1073,35118,Jefferson AL,"Sylvan Springs, AL",35118
1073,35119,Jefferson AL,"New Castle, AL (PO Boxes)",35119
1073,35126,Jefferson AL,"Pinson, AL",35126
1073,35127,Jefferson AL,"Pleasant Grove, AL",35127
1073,35130,Jefferson AL,"Quinton, AL",35130
1073,35139,Jefferson AL,"Sayre, AL (PO Boxes)",35139
1073,35146,Jefferson AL,"Springville, AL",35146
1073,35148,Jefferson AL,"Sumiton, AL",35148
1073,35172,Jefferson AL,"Trafford, AL",35172
1073,35173,Jefferson AL,"Trussville, AL",35173
1073,35180,Jefferson AL,"Warrior, AL",35180
1073,35203,Jefferson AL,"Birmingham, AL",35203
1073,35204,Jefferson AL,"Birmingham, AL",35204
1073,35205,Jefferson AL,"Birmingham, AL",35205
1073,35206,Jefferson AL,"Birmingham, AL",35206
1073,35207,Jefferson AL,"Birmingham, AL",35207
1073,35208,Jefferson AL,"Birmingham, AL",35208
1073,35209,Jefferson AL,"Homewood, AL",35209
1073,35210,Jefferson AL,"Irondale, AL",35210
1073,35211,Jefferson AL,"Birmingham, AL",35211
1073,35212,Jefferson AL,"Birmingham, AL",35212
1073,35213,Jefferson AL,"Mountain Brook, AL",35213
1073,35214,Jefferson AL,"Forestdale, AL",35214
1073,35215,Jefferson AL,"Birmingham, AL",35215
1073,35216,Jefferson AL,"Vestavia Hills, AL",35216
1073,35217,Jefferson AL,"Tarrant, AL",35217
1073,35218,Jefferson AL,"Birmingham, AL",35218
1073,35221,Jefferson AL,"Birmingham, AL",35221
1073,35222,Jefferson AL,"Birmingham, AL",35222
1073,35223,Jefferson AL,"Mountain Brook, AL",35223
1073,35224,Jefferson AL,"Birmingham, AL",35224
1073,35226,Jefferson AL,"Hoover, AL",35226
1073,35228,Jefferson AL,"Midfield, AL",35228
1073,35229,Jefferson AL,"Homewood, AL",35229
1073,35233,Jefferson AL,"Birmingham, AL",35233
1073,35234,Jefferson AL,"Birmingham, AL",35234
1073,35235,Jefferson AL,"Birmingham, AL",35235
1073,35242,Jefferson AL,"Hoover, AL",35242
1073,35243,Jefferson AL,"Vestavia Hills, AL",35243
1073,35244,Jefferson AL,"Hoover, AL",35244
1073,35254,Jefferson AL,"Birmingham, AL",35254
1073,35444,Jefferson AL,"Brookwood, AL",35444
1075,35544,Lamar AL,"Beaverton, AL",35544
1075,35552,Lamar AL,"Detroit, AL",35552
1075,35555,Lamar AL,"Fayette, AL",35555
1075,35563,Lamar AL,"Guin, AL",35563
1075,35570,Lamar AL,"Hamilton, AL",35570
1075,35574,Lamar AL,"Kennedy, AL",35574
1075,35576,Lamar AL,"Millport, AL",35576
1075,35586,Lamar AL,"Sulligent, AL",35586
1075,35592,Lamar AL,"Vernon, AL",35592
1077,35610,Lauderdale AL,"Anderson, AL",35610
1077,35614,Lauderdale AL,"Athens, AL",35614
1077,35630,Lauderdale AL,"Florence, AL",35630
1077,35633,Lauderdale AL,"Florence, AL",35633
1077,35634,Lauderdale AL,"Florence, AL",35634
1077,35645,Lauderdale AL,"Killen, AL",35645
1077,35648,Lauderdale AL,"Lexington, AL",35648
1077,35652,Lauderdale AL,"Rogersville, AL",35652
1077,35677,Lauderdale AL,"Waterloo, AL",35677
1079,35565,Lawrence AL,"Haleyville, AL",35565
1079,35603,Lawrence AL,"Decatur, AL",35603
1079,35618,Lawrence AL,"North Courtland, AL",35618
1079,35619,Lawrence AL,"Danville, AL",35619
1079,35643,Lawrence AL,"Hillsboro, AL",35643
1079,35650,Lawrence AL,"Moulton, AL",35650
1079,35651,Lawrence AL,"Mount Hope, AL",35651
1079,35654,Lawrence AL,"Russellville, AL",35654
1079,35672,Lawrence AL,"Town Creek, AL",35672
1079,35673,Lawrence AL,"Trinity, AL",35673
1081,36801,Lee AL,"Opelika, AL",36801
1081,36804,Lee AL,"Opelika, AL",36804
1081,36830,Lee AL,"Auburn, AL",36830
1081,36832,Lee AL,"Auburn, AL",36832
1081,36849,Lee AL,"Auburn, AL",36849
1081,36850,Lee AL,"Camp Hill, AL",36850
1081,36852,Lee AL,"Cusseta, AL",36852
1081,36854,Lee AL,"Valley, AL",36854
1081,36865,Lee AL,"Loachapoka, AL (PO Boxes)",36865
